#	装备品质及品阶配置表																
#	Id		GearId	NextId	TotalQualityLevel	Quality	QualityLevel	AttrId0	attrVal0	AttrId1	attrVal1	RequiredItemId0	RequiredItemCount0	RequiredItemId1	RequiredItemCount1	RequiredItemId2	RequiredItemCount2
#	int		int	int	int	int	int	int	float	int	float	int	int	int	int	int	int
#	编号	策划备注	装备编号	下一品阶编号	总品阶	品质	品阶	属性编号0	属性值0	属性编号1	属性值1	升品阶所需道具编号0	升品阶所需道具个数0	升品阶所需道具编号1	升品阶所需道具个数1	升品阶所需道具编号2	升品阶所需道具个数2
	30001	大锤女汉子	300	30002	1	1	0	2	0	15	0	203201	10	0	0	0	0
	30002	大锤女汉子	300	30003	2	2	0	2	20	15	0	203201	15	0	0	0	0
	30003	大锤女汉子	300	30004	3	2	1	2	60	15	0	203201	20	203202	10	0	0
	30004	大锤女汉子	300	30005	4	3	0	2	119	15	0	203201	25	203202	20	0	0
	30005	大锤女汉子	300	30006	5	3	1	2	197	15	0	203201	30	203202	30	0	0
	30006	大锤女汉子	300	30007	6	3	2	2	294	15	0	203201	40	203202	40	203203	10
	30007	大锤女汉子	300	30008	7	4	0	2	411	15	0.01	203201	50	203202	50	203203	30
	30008	大锤女汉子	300	30009	8	4	1	2	547	15	0.02	203201	60	203202	60	203203	50
	30009	大锤女汉子	300	30010	9	4	2	2	702	15	0.03	203201	70	203202	70	203203	70
	30010	大锤女汉子	300	30011	10	4	3	2	876	15	0.04	203201	80	203202	80	203203	90
	30011	大锤女汉子	300	30012	11	5	0	2	1070	15	0.06	203201	90	203202	90	203203	110
	30012	大锤女汉子	300	30013	12	5	1	2	1283	15	0.08	203201	100	203202	100	203203	130
	30013	大锤女汉子	300	30014	13	5	2	2	1515	15	0.1	203201	110	203202	110	203203	150
	30014	大锤女汉子	300	30015	14	5	3	2	1767	15	0.12	203201	120	203202	120	203203	170
	30015	大锤女汉子	300	0	15	5	4	2	2037	15	0.14	0	0	0	0	0	0
	30101	大锤女汉子	301	30102	1	1	0	4	0	16	0	203201	10	0	0	0	0
	30102	大锤女汉子	301	30103	2	2	0	4	20	16	0	203201	15	0	0	0	0
	30103	大锤女汉子	301	30104	3	2	1	4	58	16	0	203201	20	203202	10	0	0
	30104	大锤女汉子	301	30105	4	3	0	4	116	16	0	203201	25	203202	20	0	0
	30105	大锤女汉子	301	30106	5	3	1	4	192	16	0	203201	30	203202	30	0	0
	30106	大锤女汉子	301	30107	6	3	2	4	286	16	0	203201	40	203202	40	203203	10
	30107	大锤女汉子	301	30108	7	4	0	4	400	16	0.01	203201	50	203202	50	203203	30
	30108	大锤女汉子	301	30109	8	4	1	4	532	16	0.02	203201	60	203202	60	203203	50
	30109	大锤女汉子	301	30110	9	4	2	4	683	16	0.03	203201	70	203202	70	203203	70
	30110	大锤女汉子	301	30111	10	4	3	4	852	16	0.04	203201	80	203202	80	203203	90
	30111	大锤女汉子	301	30112	11	5	0	4	1041	16	0.06	203201	90	203202	90	203203	110
	30112	大锤女汉子	301	30113	12	5	1	4	1248	16	0.08	203201	100	203202	100	203203	130
	30113	大锤女汉子	301	30114	13	5	2	4	1474	16	0.1	203201	110	203202	110	203203	150
	30114	大锤女汉子	301	30115	14	5	3	4	1718	16	0.12	203201	120	203202	120	203203	170
	30115	大锤女汉子	301	0	15	5	4	4	1981	16	0.14	0	0	0	0	0	0
	30201	大锤女汉子	302	30202	1	1	0	1	0	16	0	203201	10	0	0	0	0
	30202	大锤女汉子	302	30203	2	2	0	1	400	16	0	203201	15	0	0	0	0
	30203	大锤女汉子	302	30204	3	2	1	1	1160	16	0	203201	20	203202	10	0	0
	30204	大锤女汉子	302	30205	4	3	0	1	2320	16	0	203201	25	203202	20	0	0
	30205	大锤女汉子	302	30206	5	3	1	1	3840	16	0	203201	30	203202	30	0	0
	30206	大锤女汉子	302	30207	6	3	2	1	5720	16	0	203201	40	203202	40	203203	10
	30207	大锤女汉子	302	30208	7	4	0	1	8000	16	0.01	203201	50	203202	50	203203	30
	30208	大锤女汉子	302	30209	8	4	1	1	10640	16	0.02	203201	60	203202	60	203203	50
	30209	大锤女汉子	302	30210	9	4	2	1	13660	16	0.03	203201	70	203202	70	203203	70
	30210	大锤女汉子	302	30211	10	4	3	1	17040	16	0.04	203201	80	203202	80	203203	90
	30211	大锤女汉子	302	30212	11	5	0	1	20820	16	0.06	203201	90	203202	90	203203	110
	30212	大锤女汉子	302	30213	12	5	1	1	24960	16	0.08	203201	100	203202	100	203203	130
	30213	大锤女汉子	302	30214	13	5	2	1	29480	16	0.1	203201	110	203202	110	203203	150
	30214	大锤女汉子	302	30215	14	5	3	1	34360	16	0.12	203201	120	203202	120	203203	170
	30215	大锤女汉子	302	0	15	5	4	1	39620	16	0.14	0	0	0	0	0	0
	40001	卡特琳娜	400	40002	1	1	0	2	0	15	0	203201	10	0	0	0	0
	40002	卡特琳娜	400	40003	2	2	0	2	20	15	0	203201	15	0	0	0	0
	40003	卡特琳娜	400	40004	3	2	1	2	60	15	0	203201	20	203202	10	0	0
	40004	卡特琳娜	400	40005	4	3	0	2	119	15	0	203201	25	203202	20	0	0
	40005	卡特琳娜	400	40006	5	3	1	2	197	15	0	203201	30	203202	30	0	0
	40006	卡特琳娜	400	40007	6	3	2	2	294	15	0	203201	40	203202	40	203203	10
	40007	卡特琳娜	400	40008	7	4	0	2	411	15	0.01	203201	50	203202	50	203203	30
	40008	卡特琳娜	400	40009	8	4	1	2	547	15	0.02	203201	60	203202	60	203203	50
	40009	卡特琳娜	400	40010	9	4	2	2	702	15	0.03	203201	70	203202	70	203203	70
	40010	卡特琳娜	400	40011	10	4	3	2	876	15	0.04	203201	80	203202	80	203203	90
	40011	卡特琳娜	400	40012	11	5	0	2	1070	15	0.06	203201	90	203202	90	203203	110
	40012	卡特琳娜	400	40013	12	5	1	2	1283	15	0.08	203201	100	203202	100	203203	130
	40013	卡特琳娜	400	40014	13	5	2	2	1515	15	0.1	203201	110	203202	110	203203	150
	40014	卡特琳娜	400	40015	14	5	3	2	1767	15	0.12	203201	120	203202	120	203203	170
	40015	卡特琳娜	400	0	15	5	4	2	2037	15	0.14	0	0	0	0	0	0
	40101	卡特琳娜	401	40102	1	1	0	4	0	16	0	203201	10	0	0	0	0
	40102	卡特琳娜	401	40103	2	2	0	4	20	16	0	203201	15	0	0	0	0
	40103	卡特琳娜	401	40104	3	2	1	4	58	16	0	203201	20	203202	10	0	0
	40104	卡特琳娜	401	40105	4	3	0	4	116	16	0	203201	25	203202	20	0	0
	40105	卡特琳娜	401	40106	5	3	1	4	192	16	0	203201	30	203202	30	0	0
	40106	卡特琳娜	401	40107	6	3	2	4	286	16	0	203201	40	203202	40	203203	10
	40107	卡特琳娜	401	40108	7	4	0	4	400	16	0.01	203201	50	203202	50	203203	30
	40108	卡特琳娜	401	40109	8	4	1	4	532	16	0.02	203201	60	203202	60	203203	50
	40109	卡特琳娜	401	40110	9	4	2	4	683	16	0.03	203201	70	203202	70	203203	70
	40110	卡特琳娜	401	40111	10	4	3	4	852	16	0.04	203201	80	203202	80	203203	90
	40111	卡特琳娜	401	40112	11	5	0	4	1041	16	0.06	203201	90	203202	90	203203	110
	40112	卡特琳娜	401	40113	12	5	1	4	1248	16	0.08	203201	100	203202	100	203203	130
	40113	卡特琳娜	401	40114	13	5	2	4	1474	16	0.1	203201	110	203202	110	203203	150
	40114	卡特琳娜	401	40115	14	5	3	4	1718	16	0.12	203201	120	203202	120	203203	170
	40115	卡特琳娜	401	0	15	5	4	4	1981	16	0.14	0	0	0	0	0	0
	40201	卡特琳娜	402	40202	1	1	0	1	0	16	0	203201	10	0	0	0	0
	40202	卡特琳娜	402	40203	2	2	0	1	400	16	0	203201	15	0	0	0	0
	40203	卡特琳娜	402	40204	3	2	1	1	1160	16	0	203201	20	203202	10	0	0
	40204	卡特琳娜	402	40205	4	3	0	1	2320	16	0	203201	25	203202	20	0	0
	40205	卡特琳娜	402	40206	5	3	1	1	3840	16	0	203201	30	203202	30	0	0
	40206	卡特琳娜	402	40207	6	3	2	1	5720	16	0	203201	40	203202	40	203203	10
	40207	卡特琳娜	402	40208	7	4	0	1	8000	16	0.01	203201	50	203202	50	203203	30
	40208	卡特琳娜	402	40209	8	4	1	1	10640	16	0.02	203201	60	203202	60	203203	50
	40209	卡特琳娜	402	40210	9	4	2	1	13660	16	0.03	203201	70	203202	70	203203	70
	40210	卡特琳娜	402	40211	10	4	3	1	17040	16	0.04	203201	80	203202	80	203203	90
	40211	卡特琳娜	402	40212	11	5	0	1	20820	16	0.06	203201	90	203202	90	203203	110
	40212	卡特琳娜	402	40213	12	5	1	1	24960	16	0.08	203201	100	203202	100	203203	130
	40213	卡特琳娜	402	40214	13	5	2	1	29480	16	0.1	203201	110	203202	110	203203	150
	40214	卡特琳娜	402	40215	14	5	3	1	34360	16	0.12	203201	120	203202	120	203203	170
	40215	卡特琳娜	402	0	15	5	4	1	39620	16	0.14	0	0	0	0	0	0
	50001	梅林	500	50002	1	1	0	2	0	15	0	203201	10	0	0	0	0
	50002	梅林	500	50003	2	2	0	2	29	15	0	203201	15	0	0	0	0
	50003	梅林	500	50004	3	2	1	2	86	15	0	203201	20	203202	10	0	0
	50004	梅林	500	50005	4	3	0	2	171	15	0	203201	25	203202	20	0	0
	50005	梅林	500	50006	5	3	1	2	284	15	0	203201	30	203202	30	0	0
	50006	梅林	500	50007	6	3	2	2	424	15	0	203201	40	203202	40	203203	10
	50007	梅林	500	50008	7	4	0	2	592	15	0.01	203201	50	203202	50	203203	30
	50008	梅林	500	50009	8	4	1	2	788	15	0.02	203201	60	203202	60	203203	50
	50009	梅林	500	50010	9	4	2	2	1011	15	0.03	203201	70	203202	70	203203	70
	50010	梅林	500	50011	10	4	3	2	1263	15	0.04	203201	80	203202	80	203203	90
	50011	梅林	500	50012	11	5	0	2	1542	15	0.06	203201	90	203202	90	203203	110
	50012	梅林	500	50013	12	5	1	2	1848	15	0.08	203201	100	203202	100	203203	130
	50013	梅林	500	50014	13	5	2	2	2183	15	0.1	203201	110	203202	110	203203	150
	50014	梅林	500	50015	14	5	3	2	2545	15	0.12	203201	120	203202	120	203203	170
	50015	梅林	500	0	15	5	4	2	2935	15	0.14	0	0	0	0	0	0
	50101	梅林	501	50102	1	1	0	4	0	16	0	203201	10	0	0	0	0
	50102	梅林	501	50103	2	2	0	4	11	16	0	203201	15	0	0	0	0
	50103	梅林	501	50104	3	2	1	4	32	16	0	203201	20	203202	10	0	0
	50104	梅林	501	50105	4	3	0	4	63	16	0	203201	25	203202	20	0	0
	50105	梅林	501	50106	5	3	1	4	105	16	0	203201	30	203202	30	0	0
	50106	梅林	501	50107	6	3	2	4	157	16	0	203201	40	203202	40	203203	10
	50107	梅林	501	50108	7	4	0	4	219	16	0.01	203201	50	203202	50	203203	30
	50108	梅林	501	50109	8	4	1	4	291	16	0.02	203201	60	203202	60	203203	50
	50109	梅林	501	50110	9	4	2	4	374	16	0.03	203201	70	203202	70	203203	70
	50110	梅林	501	50111	10	4	3	4	466	16	0.04	203201	80	203202	80	203203	90
	50111	梅林	501	50112	11	5	0	4	569	16	0.06	203201	90	203202	90	203203	110
	50112	梅林	501	50113	12	5	1	4	683	16	0.08	203201	100	203202	100	203203	130
	50113	梅林	501	50114	13	5	2	4	806	16	0.1	203201	110	203202	110	203203	150
	50114	梅林	501	50115	14	5	3	4	940	16	0.12	203201	120	203202	120	203203	170
	50115	梅林	501	0	15	5	4	4	1084	16	0.14	0	0	0	0	0	0
	50201	梅林	502	50202	1	1	0	1	0	16	0	203201	10	0	0	0	0
	50202	梅林	502	50203	2	2	0	1	400	16	0	203201	15	0	0	0	0
	50203	梅林	502	50204	3	2	1	1	1160	16	0	203201	20	203202	10	0	0
	50204	梅林	502	50205	4	3	0	1	2320	16	0	203201	25	203202	20	0	0
	50205	梅林	502	50206	5	3	1	1	3840	16	0	203201	30	203202	30	0	0
	50206	梅林	502	50207	6	3	2	1	5720	16	0	203201	40	203202	40	203203	10
	50207	梅林	502	50208	7	4	0	1	8000	16	0.01	203201	50	203202	50	203203	30
	50208	梅林	502	50209	8	4	1	1	10640	16	0.02	203201	60	203202	60	203203	50
	50209	梅林	502	50210	9	4	2	1	13660	16	0.03	203201	70	203202	70	203203	70
	50210	梅林	502	50211	10	4	3	1	17040	16	0.04	203201	80	203202	80	203203	90
	50211	梅林	502	50212	11	5	0	1	20820	16	0.06	203201	90	203202	90	203203	110
	50212	梅林	502	50213	12	5	1	1	24960	16	0.08	203201	100	203202	100	203203	130
	50213	梅林	502	50214	13	5	2	1	29480	16	0.1	203201	110	203202	110	203203	150
	50214	梅林	502	50215	14	5	3	1	34360	16	0.12	203201	120	203202	120	203203	170
	50215	梅林	502	0	15	5	4	1	39620	16	0.14	0	0	0	0	0	0
	60001	牛魔王	600	60002	1	1	0	2	0	15	0	203201	10	0	0	0	0
	60002	牛魔王	600	60003	2	2	0	2	10	15	0	203201	15	0	0	0	0
	60003	牛魔王	600	60004	3	2	1	2	30	15	0	203201	20	203202	10	0	0
	60004	牛魔王	600	60005	4	3	0	2	60	15	0	203201	25	203202	20	0	0
	60005	牛魔王	600	60006	5	3	1	2	99	15	0	203201	30	203202	30	0	0
	60006	牛魔王	600	60007	6	3	2	2	149	15	0	203201	40	203202	40	203203	10
	60007	牛魔王	600	60008	7	4	0	2	207	15	0.01	203201	50	203202	50	203203	30
	60008	牛魔王	600	60009	8	4	1	2	276	15	0.02	203201	60	203202	60	203203	50
	60009	牛魔王	600	60010	9	4	2	2	354	15	0.03	203201	70	203202	70	203203	70
	60010	牛魔王	600	60011	10	4	3	2	442	15	0.04	203201	80	203202	80	203203	90
	60011	牛魔王	600	60012	11	5	0	2	540	15	0.06	203201	90	203202	90	203203	110
	60012	牛魔王	600	60013	12	5	1	2	647	15	0.08	203201	100	203202	100	203203	130
	60013	牛魔王	600	60014	13	5	2	2	765	15	0.1	203201	110	203202	110	203203	150
	60014	牛魔王	600	60015	14	5	3	2	891	15	0.12	203201	120	203202	120	203203	170
	60015	牛魔王	600	0	15	5	4	2	1028	15	0.14	0	0	0	0	0	0
	60101	牛魔王	601	60102	1	1	0	4	0	16	0	203201	10	0	0	0	0
	60102	牛魔王	601	60103	2	2	0	4	30	16	0	203201	15	0	0	0	0
	60103	牛魔王	601	60104	3	2	1	4	88	16	0	203201	20	203202	10	0	0
	60104	牛魔王	601	60105	4	3	0	4	175	16	0	203201	25	203202	20	0	0
	60105	牛魔王	601	60106	5	3	1	4	289	16	0	203201	30	203202	30	0	0
	60106	牛魔王	601	60107	6	3	2	4	432	16	0	203201	40	203202	40	203203	10
	60107	牛魔王	601	60108	7	4	0	4	603	16	0.01	203201	50	203202	50	203203	30
	60108	牛魔王	601	60109	8	4	1	4	803	16	0.02	203201	60	203202	60	203203	50
	60109	牛魔王	601	60110	9	4	2	4	1031	16	0.03	203201	70	203202	70	203203	70
	60110	牛魔王	601	60111	10	4	3	4	1287	16	0.04	203201	80	203202	80	203203	90
	60111	牛魔王	601	60112	11	5	0	4	1571	16	0.06	203201	90	203202	90	203203	110
	60112	牛魔王	601	60113	12	5	1	4	1883	16	0.08	203201	100	203202	100	203203	130
	60113	牛魔王	601	60114	13	5	2	4	2224	16	0.1	203201	110	203202	110	203203	150
	60114	牛魔王	601	60115	14	5	3	4	2593	16	0.12	203201	120	203202	120	203203	170
	60115	牛魔王	601	0	15	5	4	4	2991	16	0.14	0	0	0	0	0	0
	60201	牛魔王	602	60202	1	1	0	1	0	16	0	203201	10	0	0	0	0
	60202	牛魔王	602	60203	2	2	0	1	400	16	0	203201	15	0	0	0	0
	60203	牛魔王	602	60204	3	2	1	1	1160	16	0	203201	20	203202	10	0	0
	60204	牛魔王	602	60205	4	3	0	1	2320	16	0	203201	25	203202	20	0	0
	60205	牛魔王	602	60206	5	3	1	1	3840	16	0	203201	30	203202	30	0	0
	60206	牛魔王	602	60207	6	3	2	1	5720	16	0	203201	40	203202	40	203203	10
	60207	牛魔王	602	60208	7	4	0	1	8000	16	0.01	203201	50	203202	50	203203	30
	60208	牛魔王	602	60209	8	4	1	1	10640	16	0.02	203201	60	203202	60	203203	50
	60209	牛魔王	602	60210	9	4	2	1	13660	16	0.03	203201	70	203202	70	203203	70
	60210	牛魔王	602	60211	10	4	3	1	17040	16	0.04	203201	80	203202	80	203203	90
	60211	牛魔王	602	60212	11	5	0	1	20820	16	0.06	203201	90	203202	90	203203	110
	60212	牛魔王	602	60213	12	5	1	1	24960	16	0.08	203201	100	203202	100	203203	130
	60213	牛魔王	602	60214	13	5	2	1	29480	16	0.1	203201	110	203202	110	203203	150
	60214	牛魔王	602	60215	14	5	3	1	34360	16	0.12	203201	120	203202	120	203203	170
	60215	牛魔王	602	0	15	5	4	1	39620	16	0.14	0	0	0	0	0	0
	70001	火枪手	700	70002	1	1	0	2	0	15	0	203201	10	0	0	0	0
	70002	火枪手	700	70003	2	2	0	2	20	15	0	203201	15	0	0	0	0
	70003	火枪手	700	70004	3	2	1	2	60	15	0	203201	20	203202	10	0	0
	70004	火枪手	700	70005	4	3	0	2	119	15	0	203201	25	203202	20	0	0
	70005	火枪手	700	70006	5	3	1	2	197	15	0	203201	30	203202	30	0	0
	70006	火枪手	700	70007	6	3	2	2	294	15	0	203201	40	203202	40	203203	10
	70007	火枪手	700	70008	7	4	0	2	411	15	0.01	203201	50	203202	50	203203	30
	70008	火枪手	700	70009	8	4	1	2	547	15	0.02	203201	60	203202	60	203203	50
	70009	火枪手	700	70010	9	4	2	2	702	15	0.03	203201	70	203202	70	203203	70
	70010	火枪手	700	70011	10	4	3	2	876	15	0.04	203201	80	203202	80	203203	90
	70011	火枪手	700	70012	11	5	0	2	1070	15	0.06	203201	90	203202	90	203203	110
	70012	火枪手	700	70013	12	5	1	2	1283	15	0.08	203201	100	203202	100	203203	130
	70013	火枪手	700	70014	13	5	2	2	1515	15	0.1	203201	110	203202	110	203203	150
	70014	火枪手	700	70015	14	5	3	2	1767	15	0.12	203201	120	203202	120	203203	170
	70015	火枪手	700	0	15	5	4	2	2037	15	0.14	0	0	0	0	0	0
	70101	火枪手	701	70102	1	1	0	4	0	16	0	203201	10	0	0	0	0
	70102	火枪手	701	70103	2	2	0	4	20	16	0	203201	15	0	0	0	0
	70103	火枪手	701	70104	3	2	1	4	58	16	0	203201	20	203202	10	0	0
	70104	火枪手	701	70105	4	3	0	4	116	16	0	203201	25	203202	20	0	0
	70105	火枪手	701	70106	5	3	1	4	192	16	0	203201	30	203202	30	0	0
	70106	火枪手	701	70107	6	3	2	4	286	16	0	203201	40	203202	40	203203	10
	70107	火枪手	701	70108	7	4	0	4	400	16	0.01	203201	50	203202	50	203203	30
	70108	火枪手	701	70109	8	4	1	4	532	16	0.02	203201	60	203202	60	203203	50
	70109	火枪手	701	70110	9	4	2	4	683	16	0.03	203201	70	203202	70	203203	70
	70110	火枪手	701	70111	10	4	3	4	852	16	0.04	203201	80	203202	80	203203	90
	70111	火枪手	701	70112	11	5	0	4	1041	16	0.06	203201	90	203202	90	203203	110
	70112	火枪手	701	70113	12	5	1	4	1248	16	0.08	203201	100	203202	100	203203	130
