#	英雄配置表																																																														
#	Id		Name	Description	Profession	CharacterId	Scale	IconId	DefaultWeaponSuiteId	DefaultMight	DefaultTotalQualityLevel	DefaultStarLevel	Steady	SteadyRecoverSpeed	SteadyBuffId	DeadDurationBeforeAutoSwitch	AvoidancePriority	CDWhenStart	CDAfterChangeHero	SwitchSkillGroupId	SkillGroupId0	SkillGroupId1	SkillGroupId2	SkillGroupId3	SkillGroupId4	Speed	DamageRandomRate	StarLevelUpItemId	StarFactor1	StarLevelUpItemCount1	StarFactor2	StarLevelUpItemCount2	StarFactor3	StarLevelUpItemCount3	StarFactor4	StarLevelUpItemCount4	StarFactor5	StarLevelUpItemCount5	MaxHPFactor	PhysicalAttackFactor	PhysicalDefenseFactor	MagicAttackFactor	MagicDefenseFactor	AIBehavior	AngerIncreaseRate	CriticalHitProb	CriticalHitRate	FightCharacteristic	ElementId	PortraitTextureId	WhereToGetId0	WhereToGetId1	WhereToGetId2	WhereToGetId3	WhereToGetId4	WhereToGetId5	WhereToGetId6	WhereToGetId7	WhereToGetId8	WhereToGetId9	PiecesPerHero	RecoverHPBase	DetailDescription
#	int		string	string	int	int	float	int	int	int	int	int	float	float	int	float	int	float	float	int	int	int	int	int	int	float	float	int	float	int	float	int	float	int	float	int	float	int	float	float	float	float	float	string	float	float	float	string	int	int	int	int	int	int	int	int	int	int	int	int	int	float	string
#	英雄编号	策划备注	英雄名称	英雄描述	职业编号	模型编号	模型缩放比例	头像编号	默认武器套装编号	默认战力	默认总品阶	默认星级	霸体值	霸体值恢复速度	霸体Buff编号	死亡后等待自动切换其他英雄的时间	躲避优先级	初始冷却时间	被切换后冷却时间	切换技能组编号	连续技	技能1	技能2	技能3	技能4	移动速度	伤害浮动比率	英雄升星所需道具编号	一星系数	一星升级所需道具个数	二星系数	二星升级所需道具个数	三星系数	三星升级所需道具个数	四星系数	四星升级所需道具个数	五星系数	五星升级所需道具个数	生命倍率	物理攻击倍率	物理防御倍率	法术攻击倍率	法术防御倍率	AI 行为	怒气上涨率	暴击率	暴击伤害倍数	英雄战斗特点描述	克制属性编号	大头像贴图编号	获取途径编号	获取途径编号	获取途径编号	获取途径编号	获取途径编号	获取途径编号	获取途径编号	获取途径编号	获取途径编号	获取途径编号	合成英雄碎片数量	待战回血基础值	英雄详细描述
#	11	贞德	HERO_NAME_111	HERO_DESC_111	1	100	1	111011	10101	110	1	2	1000	150	11110	2	50	12	22	11009	11001	11006	11007	11008	11088	5.5	0.05	201411	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1	1	0.9	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_111	4	1	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_111
#	12	残忍王	HERO_NAME_112	HERO_DESC_112	2	111	1	111012	11201	111	1	2	1000	150	11110	2	50	12	22	11109	11101	11106	11107	11108	11109	5.5	0.05	201412	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1	0.9	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_112	5	12	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_112
	13	达芬奇	HERO_NAME_113	HERO_DESC_113	3	112	1	111013	11301	112	1	2	1000	150	11110	2	50	12	22	11209	11201	11206	11207	11208	11288	5.5	0.05	201413	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1.2	1	0.9	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_113	3	13	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_113
#	14	范海辛	HERO_NAME_114	HERO_DESC_114	4	113	1	111014	11401	113	1	2	1000	150	11110	2	50	12	22	11309	11301	11306	11307	11308	11309	5.5	0.05	201414	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.8	1.2	0.8	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_114	2	14	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_114
#	15	火女	HERO_NAME_115	HERO_DESC_115	5	114	1	111015	11501	114	1	2	1000	150	11110	2	50	12	22	11408	11401	11405	11406	11407	11488	5.5	0.05	201415	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.8	1	1	0	0	Characters/HeroKatarina	0	0.2	0.4	HERO_NAME_115	3	15	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_113
	16	岳飞	HERO_NAME_116	HERO_DESC_116	1	115	1	111016	11601	115	1	2	1000	150	11110	2	50	12	22	11509	11501	11506	11507	11508	11588	5.5	0.05	201416	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1	1.1	0.9	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_116	2	16	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_116
	17	日本剑客	HERO_NAME_117	HERO_DESC_117	2	116	1	111017	11701	116	1	2	1000	150	11110	2	50	12	22	11609	11601	11606	11607	11608	11688	6	0.05	201417	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1.1	1	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_117	4	17	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_117
#	18	项羽	HERO_NAME_118	HERO_DESC_118	2	117	1	111018	11801	117	1	2	1000	150	11110	2	50	12	22	11609	11601	11606	11607	11608	11688	5.5	0.05	201418	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1.1	1.1	1	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_118	1	18	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_118
	19	噬毒者	HERO_NAME_119	HERO_DESC_119	4	118	1	111019	11901	118	1	3	1000	150	11110	2	50	12	22	11809	11801	11807	11808	11806	11888	5	0.05	201419	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1	1	0.9	0	0	Characters/HeroPenduzhe	0	0.2	0.4	HERO_NAME_119	5	19	2	3	1	-1	-1	-1	-1	-1	-1	-1	80	1	HERO_DESC_119
#	20	虞姬	HERO_NAME_120	HERO_DESC_120	2	106	1	111020	10701	119	1	2	1000	150	11110	2	50	12	22	11908	11901	11905	11906	11907	11909	5.5	0.05	201420	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1	1.1	0.8	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_120	2	7	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_120
	21	胖海盗	HERO_NAME_121	HERO_DESC_121	1	122	1	111021	12101	120	1	3	1000	150	11110	2	50	12	22	12008	12001	12005	12006	12007	12088	4.5	0.05	201421	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1	1	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_121	1	7	2	3	1	-1	-1	-1	-1	-1	-1	-1	80	1	HERO_DESC_121
	22	荆轲木乃伊	HERO_NAME_122	HERO_DESC_122	2	123	1.1	111022	12201	101	1	2	1000	150	11110	2	50	12	22	10109	10101	10107	10106	10108	10188	6	0.05	201422	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1	1	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_122	2	23	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_122
	23	链球男囚犯	HERO_NAME_123	HERO_DESC_123	5	124	1	111023	12301	107	1	2	1000	150	11110	2	50	12	22	10709	10701	10706	10707	10708	10788	5	0.05	201423	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1	1	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_123	5	25	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_123
#	24	日本剑客机甲	HERO_NAME_124	HERO_DESC_124	2	125	1	111024	12401	116	1	2	1000	150	11110	2	50	12	22	10109	10101	10107	10106	10108	10188	5.5	0.05	201424	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1	1	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_124	1	24	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_124
	25	岳飞精灵	HERO_NAME_125	HERO_DESC_125	1	126	1	111025	12501	115	1	2	1000	150	11110	2	50	12	22	11509	11501	11506	11507	11508	11588	5.5	0.05	201425	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1	1.1	0.9	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_125	4	27	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_125
#	26	小丑女	HERO_NAME_126	HERO_DESC_110	5	127	1	111026	12601	109	1	2	1000	150	11110	2	50	12	22	10909	10901	10906	10907	10908	10988	5.5	0.05	201426	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1.1	0.9	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_126	3	26	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_110
#	27	变形金刚	HERO_NAME_127	HERO_DESC_113	3	129	1	111027	12801	112	1	2	1000	150	11110	2	50	12	22	11209	11201	11206	11207	11208	11288	5.5	0.05	201427	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1.2	1	0.9	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_127	1	34	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_113
#	28	生化奇兵	HERO_NAME_128	HERO_DESC_119	4	130	1	111028	12901	118	1	3	1000	150	11110	2	50	12	22	11809	11801	11807	11808	11806	11888	5	0.05	201428	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1	1	0.9	0	0	Characters/HeroPenduzhe	0	0.2	0.4	HERO_NAME_128	3	30	2	3	1	-1	-1	-1	-1	-1	-1	-1	80	1	HERO_DESC_119
	29	雪人小萝莉	HERO_NAME_129	HERO_DESC_109	4	131	1	111029	13001	108	1	2	1000	150	11110	2	50	12	22	10808	10801	10805	10806	10807	10888	5	0.05	201429	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1.1	0.8	0	0	Characters/HeroKatarina	0	0.2	0.4	HERO_NAME_129	1	32	2	3	1	-1	-1	-1	-1	-1	-1	-1	30	1	HERO_DESC_109
#	30	军装女	HERO_NAME_130	HERO_DESC_104	4	132	1	111030	13101	103	1	1	1000	150	11110	2	50	12	22	10308	10301	10305	10307	10306	10388	6	0.05	201430	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.9	1	0.9	0	0	Characters/HeroKatarina	0	0.2	0.4	HERO_NAME_130	1	28	2	3	1	-1	-1	-1	-1	-1	-1	-1	10	1	HERO_DESC_104
#	31	黑骑士	HERO_NAME_131	HERO_DESC_101	1	133	1	111031	13201	100	1	1	1000	150	11110	2	50	12	22	10009	10001	10006	10007	10008	10088	5	0.05	201431	0	20	0.2	50	0.4	100	0.6	150	0.8	240	1.2	0.9	0.9	0	0	Characters/HeroKingArthur1	0	0.2	0.4	HERO_NAME_131	5	29	2	3	1	-1	-1	-1	-1	-1	-1	-1	10	1	HERO_DESC_101
	32	吸血鬼	HERO_NAME_132	HERO_DESC_105	5	134	1	111032	13301	104	1	1	1000	150	11110	2	50	12	22	10408	10401	10405	10406	10407	10488	5	0.05	201432	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.8	1.2	0.8	0	0	Characters/HeroKatarina	0	0.2	0.4	HERO_NAME_132	5	33	2	3	1	-1	-1	-1	-1	-1	-1	-1	10	1	HERO_DESC_105
	33	于成龙	HERO_NAME_133	HERO_DESC_126	5	135	1	111033	13401	104	1	1	1000	150	11110	2	50	12	22	12108	12101	12105	12106	12107	12188	5	0.05	201433	0	20	0.2	50	0.4	100	0.6	150	0.8	240	0.8	1.2	0.8	0	0	Characters/HeroYuchenglong	0	0.2	0.4	HERO_NAME_133	4	35	2	3	1	-1	-1	-1	-1	-1	-1	-1	10	1	HERO_DESC_126
